filepath,x1,y1,x2,y2,class_name
01953.jpg,24,196,489,445, 56
01954.jpg,15,147,502,419, 19
01955.jpg,106,264,403,486, 140
01956.jpg,14,96,489,487, 56
01957.jpg,16,267,493,497, 135
01958.jpg,9,76,497,457, 85
01959.jpg,35,102,455,451, 66
01960.jpg,29,149,457,472, 169
01961.jpg,16,121,400,482, 67
01962.jpg,55,70,447,355, 171
01963.jpg,5,146,509,473, 72
01964.jpg,80,113,503,455, 92
01965.jpg,64,22,435,452, 78
01966.jpg,40,95,471,434, 32
01967.jpg,3,2,512,512, 70
01968.jpg,32,117,486,473, 47
01969.jpg,20,128,492,385, 84
01970.jpg,36,134,490,389, 16
01971.jpg,36,244,486,474, 77
01972.jpg,74,178,474,448, 5
01973.jpg,39,49,462,471, 158
01974.jpg,164,264,508,442, 190
01975.jpg,79,231,498,455, 57
01976.jpg,38,210,485,410, 161
01977.jpg,46,59,467,489, 87
01978.jpg,26,69,488,481, 51
01979.jpg,104,281,376,462, 107
01980.jpg,48,128,461,420, 148
01981.jpg,29,66,492,459, 31
01982.jpg,19,92,487,461, 107
01983.jpg,65,139,462,387, 53
01984.jpg,8,172,505,378, 57
01985.jpg,28,172,499,486, 184
01986.jpg,37,101,470,448, 127
01987.jpg,52,179,452,506, 52
01988.jpg,25,79,474,495, 105
01989.jpg,94,189,429,457, 144
01990.jpg,21,106,492,470, 33
01991.jpg,45,40,455,506, 33
01992.jpg,24,2,512,512, 194
01993.jpg,36,172,477,413, 34
01994.jpg,49,105,444,418, 38
01995.jpg,67,92,496,438, 153
01996.jpg,73,129,442,449, 165
01997.jpg,73,118,475,422, 192
01998.jpg,23,102,468,438, 108
01999.jpg,69,86,443,238, 124
02000.jpg,44,173,441,447, 40
02001.jpg,44,117,487,469, 148
02002.jpg,14,3,497,490, 52
02003.jpg,3,151,509,422, 101
02004.jpg,36,189,468,496, 5
02005.jpg,31,213,510,449, 141
02006.jpg,143,172,489,508, 34
02007.jpg,25,22,484,432, 14
02008.jpg,24,155,492,473, 115
02009.jpg,23,92,447,512, 25
02010.jpg,52,50,436,468, 37
02011.jpg,127,40,477,379, 191
02012.jpg,136,100,444,415, 90
02013.jpg,58,59,472,421, 168
02014.jpg,70,216,473,409, 54
02015.jpg,29,134,469,384, 16
02016.jpg,55,173,484,462, 77
02017.jpg,16,133,500,440, 92
02018.jpg,105,54,472,489, 32
02019.jpg,46,88,465,485, 52
02020.jpg,41,184,460,432, 101
02021.jpg,8,89,446,498, 146
02022.jpg,92,85,402,446, 63
02023.jpg,73,111,453,400, 82
02024.jpg,24,156,501,418, 148
02025.jpg,16,107,496,460, 22
02026.jpg,105,80,404,484, 124
02027.jpg,29,78,457,451, 28
02028.jpg,27,145,471,481, 175
02029.jpg,13,64,502,489, 31
02030.jpg,49,131,442,481, 118
02031.jpg,65,31,446,504, 125
02032.jpg,15,203,491,444, 16
02033.jpg,37,89,476,416, 34
02034.jpg,16,86,496,428, 70
02035.jpg,11,167,512,488, 120
02036.jpg,37,94,511,421, 119
02037.jpg,42,119,490,488, 102
02038.jpg,50,4,441,508, 96
02039.jpg,11,121,488,448, 194
02040.jpg,40,134,501,502, 97
02041.jpg,36,208,505,493, 21
02042.jpg,48,52,474,450, 27
02043.jpg,66,59,470,457, 146
02044.jpg,73,140,451,464, 23
02045.jpg,116,118,400,411, 177
02046.jpg,19,131,494,377, 32
02047.jpg,110,170,348,307, 57
02048.jpg,46,38,506,475, 76
02049.jpg,35,89,471,485, 124
02050.jpg,42,141,470,433, 1
02051.jpg,18,77,496,470, 194
02052.jpg,33,167,476,373, 47
02053.jpg,42,31,475,460, 111
02054.jpg,73,2,474,510, 196
02055.jpg,18,136,494,328, 11
02056.jpg,34,15,486,436, 24
02057.jpg,28,171,488,378, 102
02058.jpg,12,108,507,432, 9
02059.jpg,134,239,442,474, 23
02060.jpg,9,81,507,460, 68
02061.jpg,32,123,480,479, 183
02062.jpg,33,90,483,417, 174
02063.jpg,39,166,478,472, 35
02064.jpg,3,50,505,452, 148
02065.jpg,49,177,460,437, 2
02066.jpg,14,151,399,453, 98
02067.jpg,96,41,442,416, 194
02068.jpg,20,59,504,479, 16
02069.jpg,0,87,493,396, 168
02070.jpg,89,54,452,411, 95
02071.jpg,44,9,499,457, 127
02072.jpg,100,123,436,455, 145
02073.jpg,61,117,464,407, 160
02074.jpg,18,91,507,466, 86
02075.jpg,15,49,501,481, 77
02076.jpg,33,182,488,414, 161
02077.jpg,2,110,509,354, 77
02078.jpg,21,130,365,442, 96
02079.jpg,8,47,510,486, 75
02080.jpg,64,20,427,397, 133
02081.jpg,23,52,483,430, 32
02082.jpg,161,103,468,395, 58
02083.jpg,40,123,504,395, 152
02084.jpg,87,123,429,443, 151
02085.jpg,25,105,508,377, 116
02086.jpg,40,72,476,406, 192
02087.jpg,2,111,505,408, 30
02088.jpg,3,4,512,473, 118
02089.jpg,20,91,502,368, 123
02090.jpg,33,84,490,512, 154
02091.jpg,12,99,505,397, 72
02092.jpg,26,18,371,499, 184
02093.jpg,19,124,493,424, 113
02094.jpg,78,61,476,487, 146
02095.jpg,28,92,478,402, 6
02096.jpg,21,150,471,506, 44
02097.jpg,9,0,511,486, 75
02098.jpg,12,18,508,469, 58
02099.jpg,23,70,464,450, 65
02100.jpg,52,76,478,461, 89
02101.jpg,33,102,468,411, 53
02102.jpg,34,52,467,446, 174
02103.jpg,17,196,383,487, 196
02104.jpg,20,229,500,438, 173
02105.jpg,10,227,496,495, 180
02106.jpg,91,118,356,482, 76
02107.jpg,45,150,458,490, 65
02108.jpg,26,108,496,490, 147
02109.jpg,24,54,508,425, 48
02110.jpg,92,150,428,391, 96
02111.jpg,39,18,472,456, 5
02112.jpg,76,89,489,417, 114
02113.jpg,54,26,490,393, 59
02114.jpg,6,35,462,453, 23
02115.jpg,12,84,501,468, 51
02116.jpg,33,112,485,440, 30
02117.jpg,0,33,511,477, 153
02118.jpg,232,323,471,484, 101
02119.jpg,35,172,484,384, 115
02120.jpg,45,96,458,388, 142
02121.jpg,114,121,436,398, 68
02122.jpg,23,78,497,403, 102
02123.jpg,63,100,441,402, 137
02124.jpg,9,157,504,409, 4
02125.jpg,16,79,497,481, 74
02126.jpg,11,50,508,496, 143
02127.jpg,34,184,422,425, 38
02128.jpg,25,197,489,454, 134
02129.jpg,34,66,477,477, 148
02130.jpg,34,108,477,460, 19
02131.jpg,70,182,456,440, 189
02132.jpg,13,194,498,408, 91
02133.jpg,63,95,453,476, 117
02134.jpg,73,99,452,436, 57
02135.jpg,62,117,496,416, 87
02136.jpg,109,49,439,468, 131
02137.jpg,16,165,492,476, 137
02138.jpg,10,181,491,422, 164
02139.jpg,4,12,505,499, 161
02140.jpg,28,187,393,512, 61
02141.jpg,7,109,505,410, 103
02142.jpg,146,184,496,448, 70
02143.jpg,1,14,510,500, 172
02144.jpg,30,100,484,466, 26
02145.jpg,56,4,426,478, 1
02146.jpg,13,47,501,478, 107
02147.jpg,59,121,468,460, 178
02148.jpg,67,156,438,506, 133
02149.jpg,45,114,488,449, 48
02150.jpg,46,104,481,432, 169
02151.jpg,54,54,411,430, 149
02152.jpg,4,78,468,448, 27
02153.jpg,193,53,449,414, 166
02154.jpg,114,158,361,473, 29
02155.jpg,160,106,366,422, 45
02156.jpg,86,117,488,469, 123
02157.jpg,159,253,495,481, 118
02158.jpg,37,53,497,372, 102
02159.jpg,51,246,475,488, 144
02160.jpg,32,3,481,493, 169
02161.jpg,39,40,460,476, 149
02162.jpg,25,128,485,444, 102
02163.jpg,35,177,402,423, 170
02164.jpg,86,58,480,392, 31
02165.jpg,39,37,452,468, 24
02166.jpg,18,120,493,391, 117
02167.jpg,46,151,486,376, 107
02168.jpg,34,209,433,471, 101
02169.jpg,41,32,460,502, 65
02170.jpg,19,12,502,430, 114
02171.jpg,10,130,510,418, 18
02172.jpg,96,129,401,432, 34
02173.jpg,92,189,420,464, 105
02174.jpg,91,97,454,407, 145
02175.jpg,19,134,493,446, 44
02176.jpg,22,227,467,491, 17
02177.jpg,17,28,500,510, 101
02178.jpg,15,118,464,418, 127
02179.jpg,82,192,469,462, 120
02180.jpg,133,199,401,366, 168
02181.jpg,27,87,488,456, 48
02182.jpg,29,67,481,453, 123
02183.jpg,22,2,486,510, 195
02184.jpg,81,43,419,374, 180
02185.jpg,23,138,498,444, 20
02186.jpg,67,95,507,403, 178
02187.jpg,71,27,468,471, 143
02188.jpg,46,1,465,436, 30
02189.jpg,18,220,428,461, 163
02190.jpg,8,112,511,506, 172
02191.jpg,1,78,504,441, 156
02192.jpg,38,41,476,463, 145
02193.jpg,47,61,460,460, 174
02194.jpg,85,248,502,512, 9
02195.jpg,39,110,472,410, 34
02196.jpg,44,199,478,450, 122
02197.jpg,117,81,390,418, 158
02198.jpg,120,138,367,444, 181
02199.jpg,5,95,505,390, 104
02200.jpg,59,133,393,375, 60
02201.jpg,45,80,468,420, 160
02202.jpg,118,72,479,311, 152
02203.jpg,116,117,415,393, 66
02204.jpg,67,60,452,457, 173
02205.jpg,28,78,488,436, 68
02206.jpg,30,54,474,448, 132
02207.jpg,14,24,511,412, 73
02208.jpg,47,55,484,486, 179
02209.jpg,22,90,501,370, 53
02210.jpg,40,174,455,421, 156
02211.jpg,52,230,467,512, 116
02212.jpg,39,134,476,456, 74
02213.jpg,197,261,428,416, 137
02214.jpg,21,43,500,486, 18
02215.jpg,100,28,417,474, 58
02216.jpg,47,38,462,461, 100
02217.jpg,39,123,486,446, 139
02218.jpg,164,182,508,459, 145
02219.jpg,25,39,488,477, 149
02220.jpg,37,139,486,399, 13
02221.jpg,44,72,423,480, 32
02222.jpg,24,134,494,465, 59
02223.jpg,7,89,501,421, 85
02224.jpg,11,138,494,466, 80
02225.jpg,14,79,499,372, 91
02226.jpg,87,173,442,453, 117
02227.jpg,155,196,358,457, 165
02228.jpg,38,182,474,424, 137
02229.jpg,53,296,442,443, 158
02230.jpg,35,65,436,366, 69
02231.jpg,61,127,464,404, 44
02232.jpg,83,100,427,398, 35
02233.jpg,39,3,456,300, 28
02234.jpg,78,98,428,402, 39
02235.jpg,31,103,437,409, 66
02236.jpg,46,124,391,393, 179
02237.jpg,23,93,496,375, 161
02238.jpg,64,192,368,401, 138
02239.jpg,27,27,484,448, 133
02240.jpg,56,241,456,470, 4
02241.jpg,130,200,401,451, 27
02242.jpg,28,76,475,440, 64
02243.jpg,105,168,435,400, 169
02244.jpg,144,162,368,386, 22
02245.jpg,20,48,493,451, 48
02246.jpg,64,128,461,451, 164
02247.jpg,24,133,499,372, 114
02248.jpg,68,139,405,409, 79
02249.jpg,83,98,438,445, 178
02250.jpg,15,41,504,374, 188
02251.jpg,51,89,486,411, 92
02252.jpg,59,131,464,469, 162
02253.jpg,22,246,496,450, 21
02254.jpg,38,59,488,427, 124
02255.jpg,76,112,468,465, 181
02256.jpg,17,87,506,287, 22
02257.jpg,3,55,511,485, 57
02258.jpg,32,69,419,348, 26
02259.jpg,15,34,507,501, 44
02260.jpg,19,215,484,477, 40
02261.jpg,64,46,489,390, 185
02262.jpg,48,156,463,442, 193
02263.jpg,75,146,453,468, 177
02264.jpg,133,111,468,407, 21
02265.jpg,28,69,474,448, 75
02266.jpg,171,169,460,435, 52
02267.jpg,28,96,490,410, 19
02268.jpg,72,69,436,423, 71
02269.jpg,3,41,491,488, 95
02270.jpg,77,143,432,367, 101
02271.jpg,35,63,494,438, 125
02272.jpg,26,29,481,451, 183
02273.jpg,77,45,427,484, 23
02274.jpg,64,93,441,405, 4
02275.jpg,54,121,404,442, 109
02276.jpg,77,204,453,448, 57
02277.jpg,84,93,426,379, 137
02278.jpg,63,79,441,407, 132
02279.jpg,18,26,499,500, 194
02280.jpg,129,142,346,403, 132
02281.jpg,45,39,470,472, 93
02282.jpg,63,96,438,447, 112
02283.jpg,13,109,505,441, 186
02284.jpg,27,123,496,429, 188
02285.jpg,1,12,512,512, 174
02286.jpg,28,116,458,455, 8
02287.jpg,15,36,500,510, 34
02288.jpg,128,40,470,447, 122
02289.jpg,106,50,460,387, 165
02290.jpg,110,59,395,460, 119
02291.jpg,13,56,485,472, 94
02292.jpg,11,116,477,473, 18
02293.jpg,11,177,488,452, 178
02294.jpg,44,62,472,456, 86
02295.jpg,6,150,494,366, 70
02296.jpg,80,70,444,434, 68
02297.jpg,25,66,482,451, 120
02298.jpg,41,68,486,446, 111
02299.jpg,146,36,512,492, 68
02300.jpg,22,25,508,494, 105
02301.jpg,55,102,459,409, 120
02302.jpg,26,119,499,356, 126
02303.jpg,21,161,498,417, 50
02304.jpg,70,205,454,498, 16
02305.jpg,149,185,484,457, 8
02306.jpg,25,120,495,477, 77
02307.jpg,11,78,503,424, 150
02308.jpg,35,96,474,480, 67
02309.jpg,32,137,391,392, 46
02310.jpg,25,174,481,384, 107
02311.jpg,61,2,434,512, 1
02312.jpg,50,176,395,400, 56
02313.jpg,28,152,370,392, 156
02314.jpg,20,107,506,455, 2
02315.jpg,7,44,464,421, 172
02316.jpg,19,240,486,476, 64
02317.jpg,16,6,498,483, 64
02318.jpg,26,76,488,377, 87
02319.jpg,20,156,477,403, 62
02320.jpg,13,81,457,450, 143
02321.jpg,14,182,505,419, 160
02322.jpg,40,78,432,484, 175
02323.jpg,42,73,452,490, 25
02324.jpg,36,62,487,442, 26
02325.jpg,30,98,343,500, 15
02326.jpg,31,113,472,435, 10
02327.jpg,30,61,508,480, 148
02328.jpg,97,193,387,418, 101
02329.jpg,21,179,490,393, 104
02330.jpg,7,45,495,476, 162
02331.jpg,21,64,487,436, 195
02332.jpg,52,110,484,504, 195
02333.jpg,13,46,498,490, 111
02334.jpg,29,112,483,411, 25
02335.jpg,88,147,442,443, 21
02336.jpg,121,227,453,476, 37
02337.jpg,31,161,393,418, 153
02338.jpg,57,111,340,430, 28
02339.jpg,44,66,457,411, 92
02340.jpg,23,146,490,476, 83
02341.jpg,25,209,496,439, 18
02342.jpg,64,224,449,464, 137
02343.jpg,61,54,459,457, 38
02344.jpg,245,14,512,512, 194
02345.jpg,32,125,471,478, 110
02346.jpg,14,62,262,463, 102
02347.jpg,14,46,501,358, 68
02348.jpg,67,152,451,399, 107
02349.jpg,17,104,504,435, 185
02350.jpg,26,265,468,477, 17
02351.jpg,43,88,429,341, 134
02352.jpg,30,113,485,487, 43
02353.jpg,74,42,440,458, 134
02354.jpg,21,191,494,443, 62
02355.jpg,26,102,474,407, 182
02356.jpg,144,113,370,424, 139
02357.jpg,12,142,493,494, 161
02358.jpg,40,40,482,460, 169
02359.jpg,51,106,512,476, 7
02360.jpg,17,87,498,435, 106
02361.jpg,35,226,478,506, 121
02362.jpg,23,91,482,454, 126
02363.jpg,44,69,482,439, 1
02364.jpg,63,14,454,494, 3
02365.jpg,23,232,498,455, 74
02366.jpg,34,102,406,503, 149
02367.jpg,131,249,506,487, 29
02368.jpg,14,114,501,464, 66
02369.jpg,7,163,472,403, 76
02370.jpg,111,58,434,383, 25
02371.jpg,91,223,484,391, 97
02372.jpg,65,71,475,447, 83
02373.jpg,13,96,478,435, 167
02374.jpg,39,118,462,438, 136
02375.jpg,12,75,496,469, 110
02376.jpg,124,198,404,464, 170
02377.jpg,39,289,382,461, 8
02378.jpg,179,200,430,354, 9
02379.jpg,0,16,512,488, 184
02380.jpg,45,102,479,403, 112
02381.jpg,115,310,447,508, 39
02382.jpg,0,139,504,389, 182
02383.jpg,31,11,484,489, 88
02384.jpg,97,64,505,421, 99
02385.jpg,21,231,499,493, 124
02386.jpg,243,214,418,366, 41
02387.jpg,1,38,483,492, 153
02388.jpg,21,39,474,395, 60
02389.jpg,53,14,484,505, 85
02390.jpg,31,31,478,477, 146
02391.jpg,44,119,293,464, 37
02392.jpg,41,54,475,478, 196
02393.jpg,65,146,468,468, 186
02394.jpg,35,123,499,395, 120
02395.jpg,101,227,490,444, 21
02396.jpg,16,59,501,470, 87
02397.jpg,15,109,500,507, 140
02398.jpg,32,38,480,456, 86
02399.jpg,9,96,499,451, 121
02400.jpg,14,6,507,512, 18
02401.jpg,88,28,434,494, 193
02402.jpg,68,174,428,417, 58
02403.jpg,151,46,476,405, 147
02404.jpg,20,105,495,388, 120
02405.jpg,66,159,454,461, 167
02406.jpg,29,85,488,448, 176
02407.jpg,96,110,395,440, 196
02408.jpg,7,67,499,463, 154
02409.jpg,19,32,485,396, 85
02410.jpg,31,121,496,488, 33
02411.jpg,175,98,418,432, 52
02412.jpg,77,115,357,379, 20
02413.jpg,47,73,470,447, 142
02414.jpg,32,91,496,414, 135
02415.jpg,103,116,483,332, 79
02416.jpg,18,181,510,461, 28
02417.jpg,75,53,459,441, 191
02418.jpg,13,68,498,425, 161
02419.jpg,52,163,404,376, 30
02420.jpg,19,58,485,455, 49
02421.jpg,111,152,434,443, 159
02422.jpg,5,113,501,434, 51
02423.jpg,92,189,446,452, 187
02424.jpg,61,128,459,417, 193
02425.jpg,10,66,463,420, 154
02426.jpg,49,148,469,451, 35
02427.jpg,64,39,341,413, 46
02428.jpg,27,37,512,460, 123
02429.jpg,30,217,345,454, 98
02430.jpg,42,168,461,445, 126
02431.jpg,23,103,499,387, 13
02432.jpg,8,81,491,410, 58
02433.jpg,130,162,471,394, 51
02434.jpg,0,50,511,468, 130
02435.jpg,75,127,432,489, 175
02436.jpg,26,124,469,435, 61
02437.jpg,93,123,456,419, 187
02438.jpg,4,47,503,500, 7
02439.jpg,10,109,499,441, 64
02440.jpg,41,97,476,373, 89
02441.jpg,14,90,474,500, 20
02442.jpg,31,102,496,432, 67
02443.jpg,59,66,493,438, 124
02444.jpg,44,53,471,480, 113
02445.jpg,19,103,483,445, 48
02446.jpg,34,107,477,494, 153
02447.jpg,83,154,445,472, 174
02448.jpg,1,150,508,414, 91
02449.jpg,48,179,476,453, 126
02450.jpg,40,119,476,461, 49
02451.jpg,53,30,499,444, 27
02452.jpg,37,123,463,450, 44
02453.jpg,25,86,480,435, 86
02454.jpg,40,178,484,418, 118
02455.jpg,63,103,450,376, 91
02456.jpg,79,99,442,406, 25
02457.jpg,63,170,442,413, 5
02458.jpg,23,96,493,501, 59
02459.jpg,9,191,498,473, 72
02460.jpg,27,102,498,406, 118
02461.jpg,9,55,487,472, 191
02462.jpg,1,12,511,466, 146
02463.jpg,26,117,480,445, 137
02464.jpg,14,105,492,461, 13
02465.jpg,180,160,349,378, 29
02466.jpg,59,8,448,510, 122
02467.jpg,16,18,454,487, 139
02468.jpg,40,244,475,424, 35
02469.jpg,29,39,484,472, 139
02470.jpg,45,110,472,471, 130
02471.jpg,71,68,438,511, 151
02472.jpg,28,165,480,427, 96
02473.jpg,42,148,458,329, 80
02474.jpg,48,73,464,450, 14
02475.jpg,10,91,501,417, 153
02476.jpg,94,15,443,480, 143
02477.jpg,62,0,458,448, 180
02478.jpg,170,37,492,390, 21
02479.jpg,59,146,477,350, 83
02480.jpg,27,113,480,341, 34
02481.jpg,88,198,480,476, 182
02482.jpg,69,81,454,475, 125
02483.jpg,21,56,497,479, 88
02484.jpg,149,213,346,436, 10
02485.jpg,40,116,501,483, 109
02486.jpg,8,15,506,490, 68
02487.jpg,40,104,467,488, 144
02488.jpg,23,206,498,478, 87
02489.jpg,2,162,504,492, 153
02490.jpg,35,149,477,366, 109
02491.jpg,37,185,478,443, 3
02492.jpg,33,102,477,435, 135
02493.jpg,4,30,507,478, 44
02494.jpg,16,63,477,362, 86
02495.jpg,29,67,474,486, 185
02496.jpg,32,101,485,404, 118
02497.jpg,65,113,455,450, 144
02498.jpg,7,52,502,472, 108
02499.jpg,31,169,477,455, 118
02500.jpg,24,61,482,479, 135
02501.jpg,1,271,512,488, 158
02502.jpg,42,177,510,386, 67
02503.jpg,42,117,480,441, 68
02504.jpg,81,102,440,420, 28
02505.jpg,3,61,508,430, 18
02506.jpg,17,10,486,424, 108
02507.jpg,42,107,495,419, 165
02508.jpg,28,65,479,437, 109
02509.jpg,33,142,484,446, 33
02510.jpg,28,52,492,476, 171
02511.jpg,28,41,483,400, 132
02512.jpg,46,16,506,459, 87
02513.jpg,19,150,431,485, 154
02514.jpg,66,116,495,425, 149
02515.jpg,49,47,476,443, 65
02516.jpg,115,158,399,465, 36
02517.jpg,65,166,432,430, 61
02518.jpg,1,52,452,509, 86
02519.jpg,35,141,476,400, 119
02520.jpg,55,113,449,442, 46
02521.jpg,140,211,406,413, 177
02522.jpg,48,199,483,470, 89
02523.jpg,25,22,467,499, 96
02524.jpg,25,25,447,446, 111
02525.jpg,86,176,441,379, 185
02526.jpg,29,346,360,477, 160
02527.jpg,1,98,476,512, 172
02528.jpg,20,45,500,474, 39
02529.jpg,39,120,476,481, 184
02530.jpg,22,50,476,456, 162
02531.jpg,136,147,428,390, 89
02532.jpg,7,28,450,366, 98
02533.jpg,12,160,500,482, 77
02534.jpg,152,281,453,497, 40
02535.jpg,42,69,430,481, 130
02536.jpg,73,89,451,428, 78
02537.jpg,68,100,458,439, 80
02538.jpg,43,172,452,379, 78
02539.jpg,71,224,406,484, 19
02540.jpg,4,131,509,438, 2
02541.jpg,14,12,476,490, 45
02542.jpg,52,74,457,425, 155
02543.jpg,58,206,477,483, 80
02544.jpg,15,146,457,432, 57
02545.jpg,27,139,496,512, 84
02546.jpg,23,105,496,440, 54
02547.jpg,65,187,504,351, 87
02548.jpg,18,59,496,457, 119
02549.jpg,75,142,425,384, 45
02550.jpg,16,181,511,449, 29
02551.jpg,77,138,449,399, 106
02552.jpg,63,201,459,460, 105
02553.jpg,40,205,474,406, 43
02554.jpg,55,105,482,428, 127
02555.jpg,60,168,465,434, 133
02556.jpg,17,90,500,459, 21
02557.jpg,72,99,456,418, 88
02558.jpg,20,116,469,436, 148
02559.jpg,11,26,504,473, 81
02560.jpg,20,83,490,472, 134
02561.jpg,45,7,457,494, 24
02562.jpg,61,160,494,423, 173
02563.jpg,27,107,486,444, 174
02564.jpg,17,171,488,484, 71
02565.jpg,96,70,468,453, 195
02566.jpg,29,108,485,423, 23
02567.jpg,36,14,487,473, 164
02568.jpg,51,93,455,407, 104
02569.jpg,97,169,441,420, 93
02570.jpg,64,108,476,446, 77
02571.jpg,163,196,472,455, 146
02572.jpg,4,127,507,512, 177
02573.jpg,93,28,463,503, 112
02574.jpg,210,180,478,416, 97
02575.jpg,41,75,506,406, 61
02576.jpg,98,58,452,452, 62
02577.jpg,35,115,479,342, 9
02578.jpg,12,109,430,348, 114
02579.jpg,84,47,497,383, 84
02580.jpg,37,5,421,491, 151
02581.jpg,15,58,509,433, 115
02582.jpg,64,174,417,386, 173
02583.jpg,5,11,483,504, 185
02584.jpg,35,68,488,411, 12
02585.jpg,9,100,475,490, 84
02586.jpg,35,75,476,435, 51
02587.jpg,120,126,384,392, 176
02588.jpg,22,116,483,453, 114
02589.jpg,56,204,475,496, 3
02590.jpg,81,157,422,394, 67
02591.jpg,128,154,500,380, 112
02592.jpg,18,69,499,442, 64
02593.jpg,172,240,451,485, 39
02594.jpg,20,98,499,459, 10
02595.jpg,55,234,403,500, 134
02596.jpg,47,138,440,476, 81
02597.jpg,98,188,428,370, 70
02598.jpg,79,99,442,406, 14
02599.jpg,18,64,467,412, 86
02600.jpg,23,105,497,474, 17
02601.jpg,67,4,467,469, 94
02602.jpg,215,40,455,445, 184
02603.jpg,63,92,460,416, 67
02604.jpg,58,10,450,489, 175
02605.jpg,8,52,501,493, 6
02606.jpg,18,98,486,425, 50
02607.jpg,13,73,505,499, 149
02608.jpg,15,29,498,481, 76
02609.jpg,24,86,475,436, 64
02610.jpg,32,130,480,375, 87
02611.jpg,13,194,486,412, 84
02612.jpg,14,166,464,409, 98
02613.jpg,35,101,476,464, 153
02614.jpg,54,143,472,460, 77
02615.jpg,34,59,485,435, 108
02616.jpg,154,91,427,387, 151
02617.jpg,155,140,432,437, 140
02618.jpg,47,17,512,512, 124
02619.jpg,3,101,512,430, 63
02620.jpg,3,48,510,472, 12
02621.jpg,35,121,477,464, 187
02622.jpg,112,102,395,411, 90
02623.jpg,29,130,477,426, 192
02624.jpg,26,125,490,465, 81
02625.jpg,57,166,433,382, 15
02626.jpg,17,154,496,450, 105
02627.jpg,18,33,500,512, 28
02628.jpg,43,32,496,473, 113
02629.jpg,26,161,419,447, 192
02630.jpg,134,122,486,463, 23
02631.jpg,20,53,498,444, 165
02632.jpg,27,149,442,382, 15
02633.jpg,1,79,485,356, 60
02634.jpg,36,132,480,496, 106
02635.jpg,13,81,495,425, 164
02636.jpg,38,138,480,433, 160
02637.jpg,50,112,477,448, 78
02638.jpg,73,190,468,501, 89
02639.jpg,40,108,488,457, 82
02640.jpg,21,85,490,428, 75
02641.jpg,56,39,469,426, 13
02642.jpg,7,17,500,509, 185
02643.jpg,11,87,476,450, 58
02644.jpg,24,156,491,366, 106
02645.jpg,69,99,395,433, 9
02646.jpg,94,148,408,450, 97
02647.jpg,42,92,498,437, 141
02648.jpg,10,99,493,425, 82
02649.jpg,59,20,416,472, 28
02650.jpg,29,20,494,498, 188
02651.jpg,4,78,503,393, 97
02652.jpg,9,38,451,457, 146
02653.jpg,26,200,481,410, 164
02654.jpg,57,35,406,408, 57
02655.jpg,18,53,500,491, 32
02656.jpg,77,82,491,377, 16
02657.jpg,27,79,488,512, 151
02658.jpg,21,40,488,488, 64
02659.jpg,25,94,487,487, 110
02660.jpg,25,120,421,434, 172
02661.jpg,29,13,481,473, 76
02662.jpg,26,69,490,432, 82
02663.jpg,11,89,501,424, 3
02664.jpg,73,104,445,401, 101
02665.jpg,60,100,438,408, 139
02666.jpg,42,66,478,413, 129
02667.jpg,0,23,511,512, 57
02668.jpg,54,17,457,486, 84
02669.jpg,8,218,492,453, 2
02670.jpg,30,134,491,362, 5
02671.jpg,97,95,411,470, 7
02672.jpg,22,140,502,424, 71
02673.jpg,67,96,503,461, 59
02674.jpg,15,71,498,382, 13
02675.jpg,11,23,499,478, 79
02676.jpg,8,131,510,397, 153
02677.jpg,18,52,496,476, 110
02678.jpg,46,251,435,484, 143
02679.jpg,40,87,460,447, 95
02680.jpg,22,0,511,468, 24
02681.jpg,116,256,401,411, 36
02682.jpg,26,138,488,440, 104
02683.jpg,23,121,484,401, 72
02684.jpg,35,76,478,464, 86
02685.jpg,45,173,437,446, 174
02686.jpg,27,145,487,484, 38
02687.jpg,15,131,488,467, 188
02688.jpg,35,211,484,447, 20
02689.jpg,15,116,505,448, 83
02690.jpg,48,180,470,498, 120
02691.jpg,37,113,459,476, 34
02692.jpg,29,106,479,410, 98
02693.jpg,11,145,508,377, 161
02694.jpg,31,124,451,502, 165
02695.jpg,31,83,486,490, 56
02696.jpg,46,81,491,456, 21
02697.jpg,10,38,510,505, 76
02698.jpg,99,136,395,401, 108
02699.jpg,7,269,511,490, 172
02700.jpg,53,5,458,480, 121
02701.jpg,54,126,508,418, 144
02702.jpg,19,208,499,479, 37
02703.jpg,24,124,475,404, 186
02704.jpg,55,61,472,427, 112
02705.jpg,35,107,459,401, 190
02706.jpg,11,35,507,512, 53
02707.jpg,52,163,480,443, 115
02708.jpg,25,48,483,475, 176
02709.jpg,87,48,421,427, 81
02710.jpg,39,117,467,440, 98
02711.jpg,84,156,436,444, 174
02712.jpg,35,18,481,512, 109
02713.jpg,133,197,493,400, 57
02714.jpg,12,82,475,303, 172
02715.jpg,49,95,453,484, 24
02716.jpg,59,124,407,397, 83
02717.jpg,31,67,476,385, 31
02718.jpg,30,15,478,439, 41
02719.jpg,9,80,500,460, 93
02720.jpg,64,90,452,432, 149
02721.jpg,29,10,486,451, 116
02722.jpg,26,56,468,461, 103
02723.jpg,1,53,512,450, 163
02724.jpg,91,57,463,354, 108
02725.jpg,83,71,438,436, 128
02726.jpg,57,216,425,461, 72
02727.jpg,72,32,461,422, 179
02728.jpg,8,166,477,502, 16
